parkcode,name,lat,long,description
/wiki/Great_Plains_State_Park,Great Plains State Park,34.78,-98.98,"b'Great Plains State Park is a 487-acre (1.97\xc2\xa0km2) Oklahoma state park located in Kiowa County, Oklahoma.  It is located near the city of Mountain Park, Oklahoma.  Located south of Hobart off Hwy 183, Great Plains State Park is nestled between the Wichita Mountains and the Tom Steed Reservoir.[a] The area offers water sports, boating, boat ramps, camping, RV parking, swimming beach, playground, picnic areas, cycling, mountain biking and hiking trails. The campground spans approximately 460 acres (1.9\xc2\xa0km2) of park land with 56 RV hookups and 30 tent sites. RV sites consist of 14 modern water, sewer, and electric sites and 42 semi-modern sites with water and electric. Located on the shores of Tom Steed Reservoir, a large lake with 31 miles (50\xc2\xa0km) of shoreline.[2]'"
/wiki/Great_Salt_Plains_State_Park,Great Salt Plains State Park,36.74,-98.14,"b'Great Salt Plains State Park is a 840-acre (3.4\xc2\xa0km2) Oklahoma state park located in Alfalfa County, Oklahoma.  It is located 8 miles (13\xc2\xa0km) north of Jet, Oklahoma on SH-38 and 12 miles (19\xc2\xa0km) east of Cherokee.[2]   Recreational opportunities at Great Salt Plains State Park include boating, camping, picnicking, swimming, hiking, mountain biking and exploring. The Great Salt Plains Lake is located at the park and covers 9,300 acres (38\xc2\xa0km2) with 41 miles (66\xc2\xa0km) of shoreline and is a shallow, salty lake with fishing opportunities for catfish, saugeye, sandbass and hybrid striper. The average depth is reportedly 4 feet (1.2\xc2\xa0m) and the impoundment capacity is 31,420 acre-feet. Salinity of the water in the reservoir is one-fourth that of sea water. Personal watercraft are not recommended. The park has RV and tent sites, comfort stations with showers, cabins, picnic sites, group shelters, swimming beach, playgrounds, boat ramps, fishing dock and equestrian trails. Horse rental is not available.[3]'"
/wiki/Greenleaf_State_Park,Greenleaf State Park,35.62,-95.17,"b'Greenleaf State Park is located near Braggs, Oklahoma, and is situated around the 930-acre (3.8\xc2\xa0km2) Greenleaf Lake. Greenleaf Lake was built in 1939.[2] There is an 18-mile (29\xc2\xa0km) hiking trail that begins inside the park and makes its way around Greenleaf lake and into the adjacent government land of Camp Gruber.[3]'"
/wiki/Honey_Creek_State_Park,Honey Creek State Park,36.58,-94.78,"b'The Honey Creek Area at Grand Lake State Park, previously Honey Creek State Park, is a 30-acre (120,000\xc2\xa0m2) Oklahoma state park located on Grand Lake, near the city of Grove, Oklahoma in Delaware County, Oklahoma[1]'"
/wiki/Hugo_Lake_State_Park,Hugo Lake,34.07,-95.42,"b""Hugo Lake is manmade lake located 7 miles (11\xc2\xa0km) east of Hugo, in Choctaw County, Oklahoma, United States.[1]  It is formed by Hugo Lake Dam on the Kiamichi River 18 miles (29\xc2\xa0km) upstream from the Red River.  The dam is visible from U.S. Route 70, which crosses its spillway just west of Sawyer.  Lake Hugo features approximately 110 miles (180\xc2\xa0km) of shoreline and covers over 13,250 acres (53.6\xc2\xa0km2), or 20 square miles (52\xc2\xa0km2).  Its normal pool elevation is 404.5 feet (123.3\xc2\xa0m) above sea level and its normal storage capacity is 157,600 acre feet (194,400,000\xc2\xa0m3).  At flood stage its elevation is at 437.5 feet (133.4\xc2\xa0m) above sea level and it is capable of storing 966,700 acre feet (1.1924\xc3\x97109\xc2\xa0m3) of flood waters.  The lake's primary functions are to provide flood control, water storage, and recreational opportunities.[2]"""
/wiki/Keystone_State_Park_(Oklahoma),Keystone State Park (Oklahoma),36.14,-96.27,"b'Keystone State Park is an Oklahoma state park near Sand Springs, Tulsa County, Oklahoma, in the United States. Located on Keystone Lake, the park covers 714 acres (289\xc2\xa0ha) and provides recreational opportunities for fishing, swimming, water skiing and boating. Cabins are available to rent. Keystone State Park is on State Highway 151 near Mannford.[2]'"
/wiki/Lake_Eufaula_State_Park,Lake Eufaula State Park,35.40,-95.61,"b""Lake Eufaula State Park is a 2,853-acre (11.55\xc2\xa0km2) Oklahoma state park located in McIntosh County, Oklahoma on Lake Eufaula. It is 14 miles (23\xc2\xa0km) southwest of Checotah. The park was formerly known as Fountainhead State Park. Fountainhead, together with the neighboring Arrowhead State Park, were created in 1965. Fountainhead's name was changed to Lake Eufaula State Park effective November 1, 2002.[2]  Arrowhead is now known as the Arrowhead Area at Lake Eufaula State Park.[3]"""
/wiki/Lake_Murray_(Oklahoma),Lake Murray (Oklahoma),34.05,-97.07,"b""Lake Murray is a 5,700-acre (23\xc2\xa0km2) lake in south central Oklahoma, near Ardmore named for Oklahoma Governor William H. Murray.[1]  It was created by damming Anadarche and Fourche Maline Creeks.[2] The lake is wholly within Lake Murray State Park, Oklahoma's largest state park, containing over 12,500 acres (51\xc2\xa0km\xc2\xb2) of relative wilderness.  A state-operated lodge and resort is located on the west shore that serves many visitors to the lake, and serves as a base for numerous cabin and campground facilities near the lake.[3]"""
/wiki/Lake_Texoma_State_Park,Lake Texoma,33.83,-96.57,"b""Lake Texoma is one of the largest reservoirs in the United States, the 12th largest US Army Corps of Engineers' (USACE) lake, and the largest in USACE Tulsa District.[1] Lake Texoma is formed by Denison Dam on the Red River in Bryan County, Oklahoma, and Grayson County, Texas, about 726 miles (1,168\xc2\xa0km) upstream from the mouth of the river. It is located at the confluence of the Red and Washita Rivers. The project was completed in 1944. The damsite is about 5 miles (8.0\xc2\xa0km) northwest of Denison, Texas, and 15 miles (24\xc2\xa0km) southwest of Durant, Oklahoma. Lake Texoma is the most developed and most popular lake within the USACE Tulsa District, attracting around 6 million visitors a year.[1] Oklahoma has more of the lake within its boundaries than Texas."""
/wiki/Lake_Thunderbird_State_Park,Lake Thunderbird State Park,35.21,-97.24,"b'Lake Thunderbird State Park is a 1,874 acres (7.58\xc2\xa0km2) Oklahoma state park located in Cleveland County, Oklahoma.  It is 12 miles (19\xc2\xa0km) east of Norman, Oklahoma on State Highway 9.[1]'"
/wiki/Lake_Wister_State_Park,Lake Wister State Park,34.92,-94.77,"b'Lake Wister State Park is a 3,428-acre (13.87\xc2\xa0km2) Oklahoma state park located in Le Flore County, Oklahoma.  It is located near the city of Wister, Oklahoma.'"
/wiki/Little_Sahara_State_Park,Little Sahara State Park,36.53,-98.88,"b'Little Sahara State Park , also called Waynoka Dunes [1] is a state park located in Woods County, Oklahoma, named for its resemblance to the Sahara Desert. The vast dunes have formed over time from terrace deposits, remnants of prehistoric times when the Cimarron River flowed over the entire area.[2]'"
/wiki/McGee_Creek_State_Park,McGee Creek State Park,34.33,-95.86,"b'McGee Creek State Park is a state park in southern Oklahoma. The park is on the south side of McGee Creek Reservoir.  Created in 1985 the reservoir provides flood control.  The park is approximately 2,600 acres (1,100\xc2\xa0ha) and the reservoir is approximately 3,800 acres (1,500\xc2\xa0ha).  Its main staple is recreational and sport fishing. The main fish fished for in this park include Crappie, Sunfish, Largemouth bass, and Channel catfish.  The McGee Creek Wildlife Management area is located between the two arms of the reservoir.[2]'"
/wiki/Natural_Falls_State_Park,Natural Falls State Park,36.17,-94.67,"b'Natural Falls State Park is a 120 acres (0.49\xc2\xa0km2) state-owned park in the Ozarks, in Delaware County, Oklahoma. It lies along U.S. Highway 412, near the Arkansas-Oklahoma state line.[a] The property was privately-owned and known as Dripping Springs until 1990, when the state bought it. The previous owners had also used the property as an attraction and rest stop for travelers on the highway, featuring a swimming pool and gardens. The site was used in the production of the 1974 film ""Where the Red Fern Grows"".[2]'"
/wiki/Osage_Hills_State_Park,Osage Hills State Park,36.74,-96.18,"b""Osage Hills State Park is a 1,100-acre (4.5\xc2\xa0km2) Oklahoma state park It is located in eastern Osage County, Oklahoma. The nearest cities are Pawhuska and Bartlesville. The park offers outdoor recreation opportunities including camping, hiking, fishing and wildlife watching. Park facilities include picnic tables and shelters, 20 semi-modern RV campsites, 16 tent sites and 8 cabins. Several of the park's structures are historic parkitecture built by the Civilian Conservation Corps during the 1930s and 1940s."""
/wiki/Quartz_Mountain_State_Park,Quartz Mountain Nature Park,34.94,-99.27,"b'Quartz Mountain State Park is located in southwest Oklahoma at the western end of the Wichita Mountains, 13 miles (21\xc2\xa0km) east of Mangum, Oklahoma and 20 miles (32\xc2\xa0km) north of Altus, Oklahoma.  The nearest community is Lone Wolf, Oklahoma, about 9 miles (14\xc2\xa0km) northeast of the park. It is operated by Oklahoma State Park. The park began as a 158.3-acre tract adjacent to Lake Altus donated to the state by local residents, who had bought the land for $51.58.  It was designated as Quartz Mountain State Park, one of the original seven Oklahoma State Parks designated in 1935. Additional land has been donated since then, and the park now encompasses 4,540 acres (18.4\xc2\xa0km2).[2] The park occupies land on the west side of Lake Altus-Lugert, which was originally built in 1927, then expanded in 1940 and renamed Lake Altus-Lugert. The park contains 4,284 acres (17.34\xc2\xa0km2) of land and more than 6,000 acres (24\xc2\xa0km2) of water.[3]'"
/wiki/Raymond_Gary_State_Park,Raymond Gary State Park,33.99,-95.27,"b'Raymond Gary State Park is an Oklahoma state park located in southeast Oklahoma. The park borders Raymond Gary Lake, which covers 263 acres (106\xc2\xa0ha) and offers opportunities for fishing, boating, swimming, and camping.[2][3][4]'"
/wiki/Robbers_Cave_State_Park,Robbers Cave State Park,35.00,-95.34,"b'Robbers Cave State Park is a state park in Latimer County, Oklahoma. It is located 5 miles (8.0\xc2\xa0km) north of Wilburton, Oklahoma, on State Highway 2. Originally named Latimer State Park, it received its current name in 1936. It is located in the scenic, hilly woodlands of the Sans Bois Mountains of southeast Oklahoma. This park is a favorite of rappellers, equestrians, hikers and outdoor lovers. The park and adjoining wildlife management area covers more than 8,000 acres (3,200\xc2\xa0ha) and includes three lakes. It offers visitors acres of discovery and enjoyment including trout fishing in season, boating, hunting, mountain biking, trails for hikers and horses, sandstone cliffs for climbing and rappelling, and fall foliage viewing.  In addition, Robbers Cave is historically notable as a former hideout for infamous outlaws Belle Starr and Jesse James.[1]'"
/wiki/Roman_Nose_State_Park,Roman Nose State Park,35.94,-98.43,"b'Roman Nose State Park is a state park located in Blaine County, 7 miles (11\xc2\xa0km) north of Watonga, Oklahoma.[2]  Roman Nose State Park is one of the original seven Oklahoma state parks.[2]  Sitting in a small canyon, recreation activities at this state park include a golf course, swimming pools, hiking trails, two lakes (Lake Watonga and Lake Boecher), trout fishing in season, canoeing, paddle boats, mountain biking, horse stables and hayrides.[3]'"
/wiki/Sequoyah_Bay_State_Park,Sequoyah Bay State Park,35.89,-95.27,"b'Sequoyah Bay State Park is on the western shore of Fort Gibson Lake in Wagoner County, Oklahoma. It is 4.3 miles (6.9\xc2\xa0km) south of Wagoner, Oklahoma on State Highway 16. It offers several campgrounds, each named for a notable chief of the Five Civilized Tribes. These include: Chief Attacullaculla, Cherokee; Chief Pushmataha, Choctaw; Chief Osceola, Seminole; Chief Opothleyahola, Creek; and Chief Payamataha, Chickasaw.[1][2]'"
/wiki/Sequoyah/Western_Hills_State_Park,Sequoyah State Park,35.92,-95.25,"b""Sequoyah State Park, one of Oklahoma State Park's 32 parks, is a 2,200 acre peninsular recreation space on the eastern shore of Fort Gibson Lake in Cherokee County, Oklahoma. It is 8 miles (13\xc2\xa0km) east of Wagoner, Oklahoma and 18 miles (29\xc2\xa0km) west of Tahlequah, Oklahoma on State Highway 51. A shortleaf pine-lined drive leads you to the many amenities of the park including camping loops, Paradise Cove Marina, a golf course, Three Forks Nature Center, Sequoyah Riding Stables, and the state's largest state park lodge. The park office is in the town of Hulbert, Oklahoma. There are 12 miles of hiking trails free and open to the public including the Fossil Trail, Bluebird Trail, and Scissortail Paved Trial."""
/wiki/Talimena_State_Park,Talimena State Park,34.78,-94.95,"b'Talimena State Park is an Oklahoma state park located in LeFlore County in eastern Oklahoma. The 20 acres (8.1\xc2\xa0ha) park is at the Oklahoma entrance to Talimena Scenic Drive, about 7 miles (11\xc2\xa0km) north of Talihina, Oklahoma.[2] and 20 miles (32\xc2\xa0km) south of Wister.  It offers opportunities for camping, hiking, biking, and wildlife watching.[3]'"
/wiki/Tenkiller_State_Park,Tenkiller State Park,35.60,-95.03,"b'Tenkiller State Park is a 1,190-acre (4.8\xc2\xa0km2) Oklahoma state park located in northwestern Sequoyah County, Oklahoma, near the city of Vian, Oklahoma.[2] Larger cities nearby include Sallisaw, Muskogee and Webbers Falls, Oklahoma. [a]'"
/wiki/Twin_Bridges_State_Park,Twin Bridges State Park,36.80,-94.76,b''
"/wiki/Adair_Park_(Stilwell,_Oklahoma)","Adair Park (Stilwell, Oklahoma)",35.83,-94.63,"b'Adair Park, formerly named Adair State Park, is located in the city of Stilwell, Oklahoma in Adair County, Oklahoma., adjacent to the Adair County fairgrounds. The 25-acre (100,000\xc2\xa0m2)  park offers 7 RV campsites and 20 primitive campsites, as well as a fishing pond, playground, comfort station with showers, covered shelters and picnic facilities.[1][2] The park also contains a fishing pond that covers 15-acre (61,000\xc2\xa0m2). Fishing is allowed from the shore of the pond.[3]'"
/wiki/Beaver_Dunes_Park,Beaver Dunes Park,36.84,-100.52,"b'Beaver Dunes Park is in Beaver County, Oklahoma, near the city of Beaver.  The  520-acre (2.1\xc2\xa0km2)  park, located in the panhandle region of Oklahoma, offers dune buggy riding on 300 acres (1.2\xc2\xa0km2) of sand hills, fishing, hiking trails, a playground and two campgrounds. Hackberry Bend Campground is located next to Beaver Lake, approximately 2 acres (8,100\xc2\xa0m2), stocked with largemouth bass, channel catfish, and perch, and has 7 RV sites and 10 tent sites. Also located in Hackberry Bend is a one-room primitive cabin which sleeps four and can be reserved. Pioneer Campground is located adjacent to the ORV area. This campground has 13 RV sites with direct access to the dunes. Both campgrounds have a comfort station with hot showers. Dump station located at Hackberry Bend Campground. Both campgrounds have handicap accessibility. Another area of the park is Big Sandy picnic area. This area has a sand volleyball court, basketball goal, horseshoe pits, playground, nature trail, and two reservable shelters.[1]'"
"/wiki/Boggy_Depot,_Oklahoma","Boggy Depot, Oklahoma",34.32,-96.31,"b'Boggy Depot is a ghost town and Oklahoma State Park that was formerly a significant city in the Indian Territory. It grew as a vibrant and thriving town in present-day Atoka County, Oklahoma, United States and became a major trading center on the Texas Road and the Butterfield Overland Mail route between Missouri and San Francisco. After the Civil War, when the MKT Railroad came through the area, it bypassed Boggy Depot and the town began a steady decline. It was soon replaced by Atoka as the chief city in the area.  By the early 20th century, all that remained of the community was a sort of ghost town.'"
"/wiki/Brushy_Lake_Park_(Sallisaw,_Oklahoma)","Brushy Lake Park (Sallisaw, Oklahoma)",35.54,-94.82,"b'Brushy Lake Park is a 90-acre (360,000\xc2\xa0m2) former Oklahoma state park located in Sequoyah County, Oklahoma, 8 miles (13\xc2\xa0km) north of the city of Sallisaw, Oklahoma.  Located in the scenic wooded Cookson Hills of eastern Oklahoma beside the 300 acres (120\xc2\xa0ha) Brushy Lake,[1] this park offers visitors a quiet, secluded recreation destination with camping, picnic areas, fishing and boating. Facilities include eight day-use picnic areas with tables and grills, group shelters with electricity, 23 concrete camping sites including RV sites, playgrounds and a lighted boat ramp, as well as boat and fishing docks.  Electric service, water service and comfort stations with showers are all available.[2]'"
/wiki/Crowder_Lake_University_Park,Crowder Lake University Park,35.40,-98.70,"b'Crowder Lake University Park is a reservoir in Washita County, Oklahoma, 8 miles (13\xc2\xa0km) south of Weatherford on SH 54, 2 miles (3.2\xc2\xa0km) east and 1 mile (1.6\xc2\xa0km) south on County Road, then 0.75 miles (1.21\xc2\xa0km) west on Park Road. The 22 acres (8.9\xc2\xa0ha) park is on the 158 acres (64\xc2\xa0ha) Crowder Lake.[1] Once a state park, it has been owned and operated by Southwestern Oklahoma State University (SWOSU) since 2003.'"
/wiki/Dripping_Springs_Park,Dripping Springs Park,35.61,-96.07,"b'For the waterfall & park in Delaware County, Oklahoma known until 1990 as Dripping Springs, see Natural Falls State Park.'"
/wiki/Heavener_Runestone_Park,Heavener Runestone Park,34.90,-94.58,"b'Heavener Runestone Park is a 55-acre (220,000\xc2\xa0m2) park located in Le Flore County, Oklahoma. It is located near the city of Heavener, Oklahoma.[1] Formerly a state park of Oklahoma, it was transferred to the City of Heavener in 2011, and is now operated by the Friends of Heavener Runestone, a non-profit organization. The Festival held at the park on two weekends a year serves as a fundraiser for operating and maintaining the park.'"
/wiki/Hochatown_State_Park,Hochatown State Park,34.18,-94.73,"b'Hochatown State Park was once an independent Oklahoma state park in far-southeastern Oklahoma, north of the city of Broken Bow.  It was combined into Beavers Bend State Park in 2017. It is a popular destination for tourists from Oklahoma and Texas interested in camping or boating on Broken Bow Lake.'"
/wiki/Lake_Eucha_Park,Lake Eucha Park,36.36,-94.81,"b'Lake Eucha Park is a 31-acre (13\xc2\xa0ha) former Oklahoma state park located in Delaware County, Oklahoma. It is now owned and managed by the city of Tulsa, and the closest town is Jay, Oklahoma.  The park was previously known as Lake Eucha State Park and Upper Spavinaw State Park.  There have been parks, state and otherwise, around the lake since at least 1938; the oldest lease clearly applying to this park was started in 1967.[2][3]'"
/wiki/Okmulgee_Park,Okmulgee Park,35.60,-96.06,"b'Okmulgee Park is a city park in Okmulgee, Oklahoma in the United States.  The park contains 1,075 acres (435\xc2\xa0ha) and sits at an elevation of 758 feet (231\xc2\xa0m).[1] The park is adjacent to Dripping Springs Park and is located on Okmulgee Lake. Okmulgee Park, a municipal park established in 1963, is open for year-round recreation including camping, fishing, swimming and hiking.[2]'"
/wiki/Red_Rock_Canyon_State_Park_(Oklahoma),Red Rock Canyon State Park (Oklahoma),35.45,-98.35,"b'Red Rock Canyon Park is located 1 mile (1.6\xc2\xa0km) south of Hinton in Caddo County, Oklahoma.[2] Before the settlement of Oklahoma, the area was used by Plains Indians as a winter campsite.[3] The canyon was a stop on the California Road where settlers would gather fresh water and repair their wagons.[3][4] Wagon wheel ruts are still visible in the park.[4] The canyon has the only remaining site of native Caddo maple trees.[3]'"
/wiki/Snowdale_State_Park,Lake Hudson (Oklahoma),36.23,-95.18,"b'Lake Hudson, also known as Markham Ferry Reservoir, is a man-made reservoir in Mayes County, Oklahoma, United States, about 2 miles (3.2\xc2\xa0km) northwest of Locust Grove, Oklahoma and 8 miles (13\xc2\xa0km) southeast of Pryor, Oklahoma.[1] It was created by the completion of the Robert S. Kerr Dam on the Grand River in 1964. It is managed by the Grand River Dam Authority (GRDA).[2]'"
"/wiki/Osage_County,_Oklahoma","Osage County, Oklahoma",36.63,-96.40,"b'Osage County is the largest county by area in the U.S. state of Oklahoma. Created in 1907 when Oklahoma was admitted as a state, the county is named for and is home to the federally recognized Osage Nation. The county is coextensive with the Osage Nation Reservation, established by treaty in the 19th century when the Osage relocated there from Kansas. The county seat is in Pawhuska, one of the first three towns established in the county. The total population of the county is 47,987.'"
/wiki/Wah-Sha-She_Park,Wah-Sha-She Park,36.92,-96.10,"b'Wah-Sha-She Park, formerly named Wah-Sha-She State Park, is on the shore of Hulah Lake in Osage County, Oklahoma. The 266-acre (108\xc2\xa0ha) park offers recreational activities including boating, fishing, swimming and camping. Hunting is allowed in the adjacent 8,900-acre (3,600\xc2\xa0ha) Wildlife Management Area. There is also a 2,000-acre (810\xc2\xa0ha) Waterfowl Refuge where birdwatching is allowed.[2][3]'"
/wiki/Goose_Lake_State_Recreation_Area,Goose Lake State Recreation Area,41.99,-120.32,"b'Goose Lake State Recreation Area is located on Stateline Road, between New Pine Creek, Oregon and Goose Lake in Lake County, Oregon, on the east side of Goose Lake on the Oregon\xe2\x80\x93California border.[1]'"
/wiki/Frenchglen_Hotel_State_Heritage_Site,Frenchglen Hotel State Heritage Site,42.83,-118.91,"b""The Frenchglen Hotel State Heritage Site is a hotel in the sparsely populated southeast part of Oregon, United States. It is located in the unincorporated community of Frenchglen, near the base of Steens Mountain and at the northern end of the loop road that ascends almost to the mountain's summit above 9,000 feet (2,700\xc2\xa0m)."""
/wiki/Ontario_State_Recreation_Site,Ontario State Recreation Site,44.04,-116.97,"b'Ontario State Recreation Site is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Farewell_Bend_State_Recreation_Area,Farewell Bend State Recreation Area,44.31,-117.22,"b'Farewell Bend State Recreation Area is a state park in Baker County, Oregon, United States, about 25 miles (40\xc2\xa0km) northwest of Ontario.  Farewell Bend was the last stop on the Oregon Trail along the Snake River where travelers could rest and water and graze their animals before the trail turned north through more rugged country to follow the Burnt River.'"
/wiki/Kam_Wah_Chung_State_Heritage_Site,Kam Wah Chung & Co. Museum,44.42,-118.96,b''
/wiki/Unity_Forest_State_Scenic_Corridor,Unity Forest State Scenic Corridor,44.37,-118.11,"b'Unity Forest State Scenic Corridor is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Unity_Lake_State_Recreation_Site,Unity Lake State Recreation Site,44.50,-118.19,"b'Unity Lake State Recreation Site is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Clyde_Holliday_State_Recreation_Site,Clyde Holliday State Recreation Site,44.42,-119.09,"b'The Clyde Holliday State Recreation Site, part of the system of state parks managed by the Oregon Parks and Recreation Department, offers seasonal camping opportunities in a wooded tract along the John Day River near Mount Vernon. The park lies between U.S. Route 26 and the river and is 8 miles (13\xc2\xa0km) west of the city of John Day.[3]'"
/wiki/Succor_Creek_State_Natural_Area,Succor Creek State Natural Area,43.47,-117.13,"b'Succor Creek State Natural Area is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Lake_Owyhee_State_Park,Lake Owyhee State Park,43.62,-117.24,"b'Lake Owyhee State Park is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department. Bighorn sheep can be found here.'"
/wiki/Catherine_Creek_State_Park,Catherine Creek State Park,45.15,-117.74,"b'Catherine Creek State Park is a state park along Catherine Creek in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Hat_Rock_State_Park,Hat Rock State Park,45.91,-119.17,"b'Hat Rock State Park is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department. The park is located off the east side of U.S. Highway 730 in Hermiston,[2] on the south shore of Lake Wallula behind McNary Dam on the Columbia River.[3]'"
/wiki/Hilgard_Junction_State_Recreation_Area,Hilgard Junction State Recreation Area,45.34,-118.24,"b'Hilgard Junction State Recreation Area is a state park in Hilgard, Oregon, United States, administered by the Oregon Parks and Recreation Department. Located along the Grande Ronde River next to Interstate 84 at its intersection with Highway 244, the park has Full RV hook-up sites and tent camp sites with flush toilets and showers nearby.[2]'"
/wiki/Red_Bridge_State_Wayside,Red Bridge State Wayside,45.29,-118.33,"b'Red Bridge State Wayside is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Ukiah%E2%80%93Dale_Forest_State_Scenic_Corridor,Ukiah–Dale Forest State Scenic Corridor,45.13,-118.97,"b'Ukiah\xe2\x80\x93Dale Forest State Scenic Corridor is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Emigrant_Springs_State_Heritage_Area,Emigrant Springs State Heritage Area,45.54,-118.46,"b'Emigrant Springs State Heritage Area is a state park located in central Umatilla County, Oregon, United States, approximately 15\xc2\xa0mi (24\xc2\xa0km) southeast of Pendleton. Located in old growth forest near the summit of the Blue Mountains along Interstate 84, the park was the location of a well-used campsite by emigrants along the Oregon Trail in the middle 19th century.'"
/wiki/Wallowa_Lake_Highway_Forest_State_Scenic_Corridor,Wallowa Lake Highway Forest State Scenic Corridor,45.62,-117.69,"b'Wallowa Lake Highway Forest State Scenic Corridor is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Wallowa_River_Rest_Area,Wallowa River Rest Area,45.61,-117.63,"b'Wallowa River Rest Area is a state park in the U.S. state of Oregon, administered by the Oregon Parks and Recreation Department.'"
/wiki/Minam_State_Recreation_Area,Minam State Recreation Area,45.78,-117.72,"b'Minam State Recreation Area is a state park in the U.S. state of Oregon. Administered by the Oregon Parks and Recreation Department, it covers about 600 acres (240\xc2\xa0ha) along the Wallowa River north of La Grande in Wallowa County. The park is off Oregon Route 82 about 15 miles (24\xc2\xa0km) northeast of Elgin.[2]'"
/wiki/Wallowa_Lake_State_Recreation_Area,Wallowa Lake State Park,45.27,-117.21,"b'Wallowa Lake State Park is a state park located in northeast Oregon in the United States.  It is at the southern shore of Wallowa Lake, near the city of Joseph in Wallowa County. The town of Wallowa Lake is situated next to the park.'"
/wiki/Iwetemlaykin_State_Heritage_Site,Iwetemlaykin State Heritage Site,45.34,-117.22,"b'Iwetemlaykin State Heritage Site, a public park in the U.S. state of Oregon, is on the south edge of Joseph, along Oregon Route 351. Its name comes from the Nez Perce place name, Iwetemlaykin (pronounced ee-weh-TEMM-lye-kinn), which means ""at the edge of the lake"". The park, near Wallowa Lake, is adjacent to one of the 38 sites of the Nez Perce National Historical Park, the site of the Old Chief Joseph grave and cemetery.[1]'"
/wiki/Casey_State_Recreation_Site,Casey State Recreation Site,42.66,-122.70,"b'Casey State Recreation Site is a day-use only state park located 29 miles northeast of Medford, Oregon off Oregon Route 62.[1] The parks offers picnic and boating facilities, as well as access to the Rogue River. It is located on the Crater Lake Highway and is a popular salmon fishing area.'"
/wiki/Prospect_State_Scenic_Viewpoint,Prospect State Scenic Viewpoint,42.74,-122.50,"b'Prospect State Scenic Viewpoint, is a state park south of the community of Prospect on Oregon Route 62 in Jackson County, in the U.S. state of Oregon. It was formerly known as Mill Creek Falls Scenic Area, a private hiking area that was developed by Willamette Industries along the Rogue River.  Both Mill Creek Falls and Pearsony Falls are contained within the area, with Barr Creek Falls close by.[2]'"
/wiki/Joseph_H._Stewart_State_Recreation_Area,Joseph H. Stewart State Recreation Area,42.68,-122.62,"b'Joseph H. Stewart State Recreation Area is a state park located  on the Rogue River approximately 40 miles (64\xc2\xa0km) from Crater Lake National Park and 35 miles (56\xc2\xa0km) northeast of Medford in Jackson County, southern Oregon. It is administered by the Oregon Parks and Recreation Department. Campsites are provided overlooking the  Lost Creek Reservoir.[2]'"
/wiki/The_Cove_Palisades_State_Park,The Cove Palisades State Park,44.54,-121.28,"b'The Cove Palisades State Park is a state park in eastern Jefferson County, Oregon, near Culver and Madras in the central part of the state, and is administered by the Oregon Parks and Recreation Department.  It is located on the waters and surrounding lands of Lake Billy Chinook, an impoundment of the Crooked, Deschutes, and Metolius rivers.'"
/wiki/Prineville_Reservoir_State_Park,Prineville Reservoir,44.11,-120.79,"b'The Prineville Reservoir is in the high desert hills of Central Oregon, Oregon, United States.[1][2] The reservoir is on the Crooked River 14 miles (22.5\xc2\xa0km) southeast of Prineville, and 29 miles (46.7\xc2\xa0km) east of Bend. This reservoir is a popular retreat for most of Central Oregon. It is near the geographic center of Oregon. Prineville Reservoir State Park is managed by the Oregon Parks and Recreation Department.'"
/wiki/Prineville_Reservoir_State_Park,Prineville Reservoir,44.11,-120.79,"b'The Prineville Reservoir is in the high desert hills of Central Oregon, Oregon, United States.[1][2] The reservoir is on the Crooked River 14 miles (22.5\xc2\xa0km) southeast of Prineville, and 29 miles (46.7\xc2\xa0km) east of Bend. This reservoir is a popular retreat for most of Central Oregon. It is near the geographic center of Oregon. Prineville Reservoir State Park is managed by the Oregon Parks and Recreation Department.'"
/wiki/Heritage_Landing_(Deschutes),Deschutes River State Recreation Area,45.63,-120.91,"b'The Deschutes River State Recreation Area is a park at the confluence of the Deschutes and Columbia rivers in the U.S. state of Oregon. It is a few miles east of The Dalles. The 35.1-acre (14.2\xc2\xa0ha) park offers opportunities for camping, fishing, hiking, mountain biking, and equestrian trail riding.'"
/wiki/White_River_Falls_State_Park,White River Falls State Park,45.24,-121.10,b'White River Falls State Park is a state park in north central Oregon. It is located 35 miles (56\xc2\xa0km) by road south of The Dalles and 4.5 miles (7.2\xc2\xa0km) east of Tygh Valley.'
