parkcode,name,latitude,longitude,description,activities,weatherInfo
pull,Pullman,41.69429163,-87.60873824,"In a growing Chicago neighborhood, diverse people and stories intertwined. All were seeking opportunity. Some succeeded. Others were limited—by race, gender, or economic status. Their stories came together in Pullman, a planned industrial community famed for its urban design and architecture.",Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Park Film|Museum Exhibits|Shopping|Gift Shop and Souvenirs,"The park lies in a humid continental zone with a generally temperate climate. Chicago winters are mildly cold with average temperatures around 26 degrees (F). Summers are hot and humid with an average temperature around 72 degrees (F). Average annual total rainfall is about 36"". Snowfall in the winter is moderate with an average total snowfall of about 38""."
puho,Puʻuhonua o Hōnaunau,19.41268627,-155.9008789,"Imagine you had just broken the sacred laws, the kapu, and the only punishment was death. Your only chance of survival is to elude your pursuers and reach the Puʻuhonua, a place of refuge. The Puʻuhonua protected the kapu breaker, defeated warriors, as well as civilians during the time of battle. No physical harm could come to those who reached the boundaries of the Puʻuhonua.",Arts and Culture|Cultural Demonstrations|Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Junior Ranger Program|Snorkeling|Wildlife Watching|Birdwatching|Museum Exhibits|Shopping|Bookstore and Park Store,The weather in the park is typically hot and sunny with daytime temperatures in the upper 80's. An excellent time to experience the park is in the morning and in the late afternoon when the temperatures are a bit cooler. The park occasionally closes because of high winds or dangerous storm conditions. Please check with the visitor center or your hotel for any weather advisories or hazardous conditions on the day of your visit.
rabr,Rainbow Bridge,36.9943264317074,-111.491484759378,"Rainbow Bridge is one of the world's largest known natural bridges. The span has undoubtedly inspired people throughout time--from the neighboring American Indian tribes who consider Rainbow Bridge sacred, to the 85,000 people from around the world who visit it each year. Please visit Rainbow Bridge in a spirit that honors and respects the cultures to whom it is sacred.",Boating|Boat Tour|Guided Tours|Boat Tour|Hiking|Junior Ranger Program,"Summers are extremely hot with little, if any, shade. Winters are moderately cold with night time lows often below freezing. Spring weather is highly variable with extended periods of strong winds. Fall is generally mild. Temperatures range from 110°F (43°C) in June & July to 20°F (-7°C) in December & January. Although precipitation is generally less than 6 inches (15cm) annually, both heavy rains and flash flooding can occur, particularly during the summer monsoon season."
reer,Reconstruction Era,32.3868598937988,-80.6511077880859,"The Reconstruction era,1861-1900 the historic period in which the United States grappled with the question of how to integrate millions of newly freed African Americans into social, political,economic, and labor systems, was a time of significant transformation. The people, places, and events in Beaufort County, South Carolina, reflect on the most important issues of this tumultuous time period.",Guided Tours|Shopping|Bookstore and Park Store,
redw,Redwood,41.37237268,-124.0318129,"Most people know Redwood as home to the tallest trees on Earth. But the parks also protect vast prairies, oak woodlands, wild riverways, and nearly 40 miles of rugged coastline. People have lived in this verdant landscape since time immemorial. Together, the National Park Service and California State Parks are managing and restoring these lands for the inspiration, enjoyment, and education of all.",Arts and Culture|Cultural Demonstrations|Auto and ATV|Scenic Driving|Biking|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Hiking|Backcountry Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Paddling|Kayaking|Junior Ranger Program|Tubing|River Tubing|Wildlife Watching|Birdwatching|Park Film|Shopping|Bookstore and Park Store,"Visitors should be prepared for cooler and damp weather. Dress in layers and expect to get wet. Year-round temperatures along California's redwood coast: mid-40s°F (7°C) to mid-60s°F (18°C). Summer can be foggy, with highs occasionally reaching low 70s°F (20°C). Winters are cooler with considerable rain. October through April averages 60-80 inches of rain over the region."
rich,Richmond,37.48774472,-77.29107785,"The center of Confederate manufacturing fueled a modern war, one of the South’s largest hospitals gave care to the sick and wounded, and armies battled on open fields and in miles of defensive earthworks. From 1861 to 1865, Richmond’s fate would determine America’s future.",Guided Tours|Self-Guided Tours - Walking|Hiking|Living History|Historic Weapons Demonstration|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Summer, hot and humid. Fall and Spring, mild. Winter, cold with occasional ice and snow."
rigr,Rio Grande,29.52743158,-102.5979169,"For 196 miles, this free-flowing stretch of the Rio winds its way through desert expanses and stunning canyons of stratified rock. For the well prepared, an extended float trip provides opportunities to explore the most remote corner of Texas and experience the ultimate in solitude, self-reliance, and immersion in natural soundscapes.",Boating|Boat Tour|Camping|Backcountry Camping|Canoe or Kayak Camping|Fishing|Food|Dining|Hiking|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Wildlife Watching|Birdwatching,Variable -- February-April: High temperatures range from mid-70sF (23C) to low-90sF (32C) with lows from the mid-30sF (2C) to mid-50sF (12C). Cold fronts can bring freezing weather with rain or snow. -- May-August: Temperatures are hot and the weather can be stormy. Temperatures over 100F (more than 38C) degrees. -- September-January:Temperatures are cooler. The weather can turn cold any time during these months.
rira,River Raisin,41.91291085,-83.37620464,"River Raisin National Battlefield Park preserves, commemorates, and interprets the January 1813 battles of the War of 1812 and their aftermath in Monroe and Wayne counties in SE Michigan. The Battle resulted in the greatest victory for Tecumseh’s American Indian confederation and the greatest defeat for the U.S. The resulting rally cry “Remember the Raisin” spurred support for the rest of the war.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Live Music|Theater|Auto and ATV|Scenic Driving|Biking|Road Biking|Compass and GPS|Geocaching|Fishing|Freshwater Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hands-On|Citizen Science|Arts and Crafts|Volunteer Vacation|Hiking|Front-Country Hiking|Living History|Reenactments|Historic Weapons Demonstration|First Person Interpretation|Paddling|Canoeing|Kayaking|Junior Ranger Program|Team Sports|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"There is a saying about Michigan weather: ""If you don't like the weather wait five minutes and it will change!"" Seasonal average temperatures for Monroe area: Winter: highs range from 30 F- 45 F and lows range from 15 F- 30 F Spring: highs range from 40 F - 70 F and lows range from 25 F - 55 F Summer: highs range from 70 F - 85 F and lows range from 50 F - 65 F Fall: highs range from 40 F - 80 F and lows range from 60 F - 30 F"
rocr,Rock Creek,38.95125063,-77.05002838,"Rock Creek Park is truly a gem in our nation's capital. This 1,754 acre city park was officially authorized in 1890, making it the third national park to be designated by the federal government. It offers visitors the opportunity to escape the bustle of the city and find a peaceful refuge, recreation, fresh air, majestic trees, wild animals, and thousands of years of human history.",Arts and Culture|Live Music|Auto and ATV|Scenic Driving|Astronomy|Planetarium|Stargazing|Biking|Fishing|Food|Picnicking|Golfing|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Paddling|Canoeing|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Playground|Wildlife Watching|Birdwatching|Museum Exhibits|Shopping|Bookstore and Park Store,"Weather in D.C. is often erratic Spring: Pleasant, Avg. High: 67° Avg. Low: 44.3°, Avg. Precipitation: 12.1” Summer: Hot & Humid, Avg. High: 87°, Avg. Low: 66°, Avg. Precipitation: 12.7”, July is the hottest month Fall: Pleasant, Avg. High: 69°, Avg. Low: 48.3°, Avg. Precipitation: 11.6” Winter: Mild, Avg. High: 45°, Avg. Low: 27.3°, Avg. Precipitation: 9.3”, Avg. Snowfall: 15.4” January is coolest month Hurricanes may impact D.C. in late summer and fall Light droughts are not uncommon in summer"
romo,Rocky Mountain,40.3556924,-105.6972879,"Rocky Mountain National Park’s 415 square miles encompass and protect spectacular mountain environments. Enjoy Trail Ridge Road – which crests at over 12,000 feet including many overlooks to experience the subalpine and alpine worlds – along with over 300 miles of hiking trails, wildflowers, wildlife, starry nights, and fun times. In a world of superlatives, Rocky is on top!",Arts and Culture|Auto and ATV|Scenic Driving|Astronomy|Biking|Camping|Backcountry Camping|Car or Front Country Camping|Group Camping|RV Camping|Climbing|Fishing|Food|Picnicking|Hands-On|Citizen Science|Volunteer Vacation|Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Tubing|Snow Tubing|Skiing|Cross-Country Skiing|Downhill Skiing|Snow Play|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Winter (Dec–Mar): cold weather, deep snow at higher elevations, and seasonal closures of facilities and roads. Spring (April–May): unpredictable weather, with a mix of warm sunny days and cool days with heavy snow and rain. Many trails are still snow-covered. Trail Ridge Road opens in late May. Summer (Jun–Aug): warmer weather, thunderstorms, and wildflowers. Most park roads and facilities are open. Fall (Sep–Nov): crisp air, blue skies, fall colors, and the elk rut. Trail Ridge Road closes mid-October."
rowi,Roger Williams,41.8298955,-71.41056665,"Roger Williams National Memorial commemorates the life of the founder of Rhode Island and a champion of the ideal of religious freedom. Williams, banished from Massachusetts for his beliefs, founded Providence in 1636. This colony served as a refuge where all could come to worship as their conscience dictated without interference from the state.",Arts and Culture|Cultural Demonstrations|Live Music|Food|Guided Tours|Self-Guided Tours - Walking|Living History|First Person Interpretation|Junior Ranger Program|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,Summer temperatures range from 56-83F. Fall temperatures range from 30-70F. Winter temperatures range from 20-45F. Spring temperatures range from 30-70F.
roca,Roosevelt Campobello,44.8736,-66.9621,"For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his family the same active pursuits he enjoyed on the island as child. Although he visited less frequently after contracting polio, Campobello remained important to FDR. Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada.",Museum Exhibits,Roosevelt Campobello experiences all four seasons. Summer temperatures range from 50-80F (10-27C). Fall temperatures range from 25-70F (-4-21C). Typically the first is in frost mid-October and first snowfall begins in November and can continue through April with an average accumulation of 67 inches (170 cm). Winter temperatures range from 5-30F (-15 - -1C). Spring temperatures range from 20-60F (-6-16C).
rori,Rosie the Riveter WWII Home Front,37.90999027,-122.360156,"Explore and honor the efforts and sacrifices of American civilians on the World War II home front. Find out how they lived, worked and got along. Many faces, many stories, many truths weave a complex tapestry of myths and realities from this time of opportunity and loss.",Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Living History|Park Film|Museum Exhibits,Weather typical for San Francisco Bay Area. Can be cold and windy year round. Fog in the summer.
ruca,Russell Cave,34.97402063,-85.81560314,"Russell Cave is an archeological site with one of the most complete records of prehistoric cultures in the Southeast. In the 1950s, archeologists uncovered a large quantity of artifacts representing over 10,000 years of use in a single place. Today, Russell Cave National Monument helps bring to light many cultural developments of phenomenal human journeys.",Guided Tours|Hiking|Front-Country Hiking|Living History|Historic Weapons Demonstration|Junior Ranger Program|Wildlife Watching|Birdwatching|Museum Exhibits|Shopping|Bookstore and Park Store,"The weather in Bridgeport, Alabama is mild. The average temperature in the winter is in the low 50's. The average summer temperature is in the high 80's. We receive about 50 inches of rain each year. Snowfall varies, but only lasts a few days per event."
sahi,Sagamore Hill,40.88579128,-73.49686438,"Sagamore Hill was the home of Theodore Roosevelt, 26th President of the United States, from 1885 until his death in 1919. During Roosevelt's time in office, his ""Summer White House"" was the focus of international attention. Explore 83 acres of natural surroundings and historic buildings and become inspired by the legacy of one of America's most popular presidents.",Arts and Culture|Craft Demonstrations|Live Music|Astronomy|Biking|Road Biking|Compass and GPS|Geocaching|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Citizen Science|Arts and Crafts|Hiking|Front-Country Hiking|Living History|Reenactments|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"The Atlantic Ocean and Long Island Sound moderates the climate of Long Island and Sagamore Hill. Spring: Highs average between 50 F and 70 F. Snow in early March becomes rain by April. Summer: Average highs range between 70 F and the upper 80s F. Summers are drier but thunderstorms are possible. Fall: Highs are from the mid-50s F to the mid-70s F. Fall is the driest season, but showers are possible. Winter: Highs are around 40 F. Snow showers are common; the largest accumulations come in February."
sagu,Saguaro,32.20909636,-110.7574974,"Tucson, Arizona is home to the nation's largest cacti. The giant saguaro is the universal symbol of the American west. These majestic plants, found only in a small portion of the United States, are protected by Saguaro National Park, to the east and west of the modern city of Tucson. Here you have a chance to see these enormous cacti, silhouetted by the beauty of a magnificent desert sunset.",Arts and Culture|Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Camping|Backcountry Camping|Guided Tours|Hiking|Backcountry Hiking|Junior Ranger Program,"Winter Season With daytime temperature from the low 50's to the high 70's Summer Season As we get deeper into the summer season, temperatures will range from mid-90's to low 110's. This is a great time to experience the desert as the day breaks or in the late of the day as the sun disappears behind the surrounding mountain ranges. During the late spring and summer months Saguaro National Park only offers interpretive programs on an intermittent basis."
sacr,Saint Croix Island,45.12858838,-67.13363651,"The winter of 1604-1605 on Saint Croix Island was a cruel one for Pierre Dugua's French expedition. Iced in by freezing temperatures and cut off from fresh water and game, 35 of 79 men died. As spring arrived and native people traded game for bread, the health of those remaining improved. Although the expedition moved on by summer, the beginning of French presence in North America had begun.",Paddling|Junior Ranger Program|Wildlife Watching,"Located in Maine, Saint Croix Island experiences all four seasons. Summer temperatures range from 50-80F (10-27C). Fall temperatures range from 25-70F (-4-21C). Typically the first is in frost mid-October and first snowfall begins in November and can continue through April with an average accumulation of 67 inches (170 cm). Winter temperatures range from 5-30F (-15 - -1C). Spring temperatures range from 20-60F (-6-16C)."
sacn,Saint Croix,45.70019235,-92.36126685,"Grab your paddle and your longing for adventure and head to the St. Croix and Namekagon rivers! Together they form the St. Croix National Scenic Riverway, offering over 200 miles of clean water that glides and rushes through a forested landscape. Paddle, boat, fish, and camp among this wild and scenic beauty. Hiking and historic towns also beckon.",Boating|Motorized Boating|Camping|Canoe or Kayak Camping|Fishing|Freshwater Fishing|Fly Fishing|Hands-On|Citizen Science|Hiking|Hunting and Gathering|Hunting|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Junior Ranger Program|Tubing|Wildlife Watching|Birdwatching|Park Film,"Access to the Riverway is year-round. Early spring temperatures can reach into the 40's resulting in high, fast, and cold water from melting snow and ice. Summers are warm and humid. Severe weather can be experienced anytime from mid-spring through late summer. Fall colors begin in late September with high temperatures averaging in the 60's. Winter can set in early with high temperatures in the teens, lows falling below zero, and occasional heavy snow. The rivers can begin to freeze over by early December."
sapa,Saint Paul's Church,40.89283511,-73.82577276,"Since 1665, Saint Paul's Church played a vital role in the colonial life of Eastchester, 20 miles north of New York City. Townspeople voted at the nearby Village Green; local militia drilled outside its doors. But the American Revolution changed everything. American, British and Hessian troops tore down the old wooden meetinghouse for firewood and used the unfinished stone chapel as a hospital.",Arts and Culture|Live Music|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Arts and Crafts|Museum Exhibits,The weather in New York City is basically the same as for this northern suburb. Please visit http://forecast.weather.gov/MapClick.php?lat=40.91259830500047&lon=-73.83707741599966#.Vqjtf_krKUk.
saga,Saint-Gaudens,43.4997238,-72.37333969,"Augustus Saint-Gaudens, one of America's greatest sculptors lived here seasonally starting in 1885, and year-round 1900 until his death in 1907. Experience the park grounds, where several of Saint-Gaudens bronze sculptures are on view throughout the year, & trails wind through the woods. Learn more about the park.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Live Music|Theater|Astronomy|Stargazing|Boating|Compass and GPS|Geocaching|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Citizen Science|Arts and Crafts|Hiking|Paddling|Canoe or Kayak Camping|Junior Ranger Program|Skiing|Cross-Country Skiing|Snow Play|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"The upper Connecticut River valley is located in a temperate climate. While some summer days may be hot and humid, the average summer temperature ranges in the 70s and lower 80s. Temperatures in the fall are normally in the upper 60s, with evenings dropping into the upper 40s and lower 50s. Winters can be cold with daily temperatures usually in the 20s and occasionally dropping to below zero. Snow may be heavy from mid December through March."
sama,Salem Maritime,42.52024529,-70.88640867,"Established on March 17, 1938 as the first National Historic Site in the United States, Salem Maritime National Historic Site consists of nine acres of land and twelve historic structures along the Salem waterfront, as well as a downtown visitor center. Located in the urban setting of Salem, the park preserves and interprets over 600 years of New England's maritime history and global connections.",Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Junior Ranger Program|Museum Exhibits,"New England weather is unpredictable year-round. Monthly averages, in degrees Fahrenheit, are: January: 37 high, 20 low February: 40 high, 23 low March: 47 high, 30 low April: 57 high, 38 low May: 67 high, 48 low June: 76 high, 58 low July: 82 high, 63 low August: 80 high, 62 low September: 73 high, 55 low October: 62 high, 45 low November: 52 high, 37 low December: 42 high, 27 low"
sapu,Salinas Pueblo Missions,34.35423203,-106.2050309,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",Astronomy|Stargazing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Salinas Pueblo Missions is located at an elevation of 6100-6500 ft (1860-1980 m) in an arid climate. Average annual rainfall is about 15 inches. Winters can be cold and snowy. Summer highs are above 90°F/32°C with cool evenings. The months of June-September often have thunderstorms. Flash flooding may occur in the area. Abó is especially prone to road closures as a result. Spring highs average 75°F/24°C. Fall temperatures are a little cooler. High winds often occur, which may result in trail closures."
sari,Salt River Bay,17.77908602,-64.75519348,Salt River Bay National Historical Park and Ecological Preserve uniquely documents the human and natural Caribbean world from the earliest indigenous settlements in the central Caribbean to their clash with seven different colonial European powers to the present day.,Paddling|Kayaking|SCUBA Diving|Snorkeling|Swimming|Saltwater Swimming|Museum Exhibits,Welcome to the tropics!
saan,San Antonio Missions,29.31262089,-98.4289522,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. After 10,000 years, the people of South Texas were faced with drought, European diseases, and colonization. In the early 1700s, many Native people of South Texas foreswore their traditional life to become Spanish, accepting a new religion and agrarian lifestyle in hopes of survival.",Arts and Culture|Biking|Road Biking|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hands-On|Citizen Science|Arts and Crafts|Paddling|Kayaking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Over the course of a year, the temperature typically varies from 40°F to 95°F and is rarely below 29°F or above 100°F. The warm season lasts from May through September with an average daily high temperature above 90°F and a low of 75°F. The cold season lasts from November through February with an average daily high below 68°F and an average low of 40°F. The relative humidity ranges from 40-80% over the course of the year, which can be very uncomfortable to many people."
safr,San Francisco Maritime,37.81005871,-122.4244415,"Located in the Fisherman's Wharf neighborhood, San Francisco Maritime National Historical Park offers visitors the sights, sounds, smells and stories of Pacific Coast maritime history. The Park includes a magnificent fleet of historic ships, a Visitor Center, Maritime Museum, Maritime Research Center, and Aquatic Park Historic District.",Arts and Culture|Live Music|Boating|Sailing|Boat Tour|Guided Tours|Self-Guided Tours - Walking|Boat Tour|Hands-On|Arts and Crafts|Living History|First Person Interpretation|Junior Ranger Program|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"San Francisco is located in a Mediterranean climate. The rainy season usually lasts from November to March. The warmest months are usually September and October. The famous San Francisco fog begins rolling in through the Golden Gate in the spring and can persist throughout the summer months. That said, the city can be foggy and windy any time of the year, so if your visit to “sunny California” includes a stop in San Francisco, bring some warm clothing. The average annual temperature is 62.5°F (16.9°C)."
sajh,San Juan Island,48.51241933,-123.0610277,"San Juan Island is well known for splendid vistas, saltwater shore, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.",Arts and Culture|Cultural Demonstrations|Astronomy|Stargazing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Living History|Junior Ranger Program|Wildlife Watching|Birdwatching,"Spring: Temperatures usually range from 40 F to 60 F. Wildflowers are at their peak around May. Summer: Temperatures usually range from 45 F to 70 F. On very sunny days, be prepared with water-heat exhaustion is a common complaint among park visitors who are unprepared. Fall: Temperatures usually range from 40 F to 65 F. Rain is common. Winter: Temperatures range from 35 F to 50 F. Be prepared with cold and wet weather gear and numerous layers if you intend to be outside. Rain and wind are common."
saju,San Juan,18.46873857,-66.11848623,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,Arts and Culture|Food|Picnicking|Guided Tours|Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store,"Puerto Rico enjoys year round tropical climate. Winters are breeze and summers are mostly hot and humid. It rains all year long with a ""dry"" season in April. Temperatures range from 80's in the winter to 90's in the summer. The hurricane season starts in June and ends in November. On the longest day, June 22nd, the sun sets around 7 PM. On the shortest day, December 22nd, the sun sets around 4:30 PM."
sand,Sand Creek Massacre,38.56414189,-102.5169542,"The Sand Creek Massacre: profound, symbolic, spiritual, controversial, a site unlike any other in America. As 675 cavalrymen came around a prairie bend, the camps of Chiefs Black Kettle, White Antelope, and Left Hand lay in the valley before them. Chaotic, horrific, tumultuous, and bloody, the events of November 29, 1864 changed the course of history.",Guided Tours|Hiking|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store,"Weather conditions at the park vary considerably. Temperatures range from over 100°F in summer to under 20°F in winter. Visitors can expect blowing dust and sand year-round, especially during infrequent storms. Some of these storms produce violent tornadoes or large blizzards, so prepare accordingly."
safe,Santa Fe,37.7276522225604,-99.9219692270385,"You can almost hear the whoops and cries of ""All's set!"" as trail hands hitched their oxen to freight wagons carrying cargo between western Missouri and Santa Fe, New Mexico. Follow the Santa Fe National Historic Trail through five states and you'll find adventure and evidence of past travelers who made this remarkable trip before you!",Arts and Culture|Theater|Auto and ATV|Scenic Driving|Guided Tours|Self-Guided Tours - Auto|Hiking|Junior Ranger Program|Museum Exhibits,"Due to the length of the Santa Fe National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
samo,Santa Monica Mountains,34.09777606,-118.7708619,"Hidden in plain sight from Los Angeles, the Santa Monica Mountains offer easy access to surprisingly wild places. Experience the famous beaches of Malibu or explore more than 500 miles of trails. The park abounds with historical and cultural sites, from old movie ranches to Native American centers. What will you and your family discover?",Biking|Mountain Biking|Camping|Car or Front Country Camping|Climbing|Rock Climbing|Compass and GPS|Geocaching|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Shopping|Bookstore and Park Store,Summers are hot and dry while winters are cool and wet.
sara,Saratoga,42.99522612,-73.63386108,"Here, in 1777, during the American War for Independence, American troops battled and beat a British invasion force, marking the first time in world history that a British Army ever surrendered. This crucial victory secured essential foreign recognition and support, instigated world-wide wars, affirmed United States independence, and changed the face of the world.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Live Music|Auto and ATV|Scenic Driving|Biking|Road Biking|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Tubing|Snow Tubing|Skiing|Cross-Country Skiing|Snow Play|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,The park experiences all four seasons. Temperatures can be as low as -20 degrees Fahrenheit in winter and as high as 100 degrees Fahrenheit in summer. Check local weather reports for more detailed information.
sair,Saugus Iron Works,42.46830664,-71.0076953,"In the 1600's, on the banks of the Saugus River, something extraordinary happened! Explore the place where European iron makers brought their special skills to a young Massachusetts colony. Saugus Iron Works is a twelve-acre National Historic Site that includes working waterwheels, forges, mills, a historic 17th century home, and a lush river basin.",Guided Tours|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"New England weather is unpredictable year-round. Monthly averages, in degrees Fahrenheit, are: January: 37 high, 20 low February: 40 high, 23 low March: 47 high, 30 low April: 57 high, 38 low May: 67 high, 48 low June: 76 high, 58 low July: 82 high, 63 low August: 80 high, 62 low September: 73 high, 55 low October: 62 high, 45 low November: 52 high, 37 low December: 42 high, 27 low"
scbl,Scotts Bluff,41.83464193,-103.7071351,"Towering 800 feet above the North Platte River, Scotts Bluff has served as a landmark for peoples from Native Americans to emigrants on the Oregon, California and Mormon Trails to modern travelers. Rich with geological and paleontological history as well as human history, there is much to discover while exploring the 3,000 acres of Scotts Bluff National Monument.",Arts and Culture|Cultural Demonstrations|Hiking|Living History,"Summers at Scotts Bluff are generally dry and high temperatures are usually in the 80's and 90's, although they can reach above 100 on occasion. Hikers are strongly advised to carry water. Winter daytime temperatures are usually in the 40's or low 50's, with overnight lows below freezing and, on occasion, below 0 degrees Fahrenheit. Although it can be windy any time of the year, spring is the windiest season."
semo,Selma To Montgomery,32.27082092,-86.72823702,"‏‏‎Established by Congress in 1966, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail. ‏",Guided Tours|Self-Guided Tours - Walking|Hands-On|Volunteer Vacation|Junior Ranger Program|Park Film|Museum Exhibits,"Depending on the season, temperatures can soar to extremes of heat and humidity in the summer and to a damp, wet cold in the winter. During the summer season visitors should wear light, comfortable clothing, shoes and use sunscreen. High temperatures and humidity create higher risk of heat cramps, heat exhaustion and heatstroke. During the fall visitors should have a light jacket available as temperatures can drop suddenly. Winter temperatures can be range from mild to extremely cold."
seki,Sequoia & Kings Canyon,36.71277299,-118.587429,"This dramatic landscape testifies to nature's size, beauty, and diversity—huge mountains, rugged foothills, deep canyons, vast caverns, and the world's largest trees. The parks lie side by side in the southern Sierra Nevada east of the San Joaquin Valley. Weather varies a lot by season and elevation, which ranges from 1,370' to 14,494'.",Auto and ATV|Scenic Driving|Astronomy|Stargazing|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Caving|Climbing|Rock Climbing|Fishing|Freshwater Fishing|Fly Fishing|Food|Dining|Picnicking|Guided Tours|Hands-On|Citizen Science|Hiking|Backcountry Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Skiing|Cross-Country Skiing|Snow Play|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Because of the extreme elevation range in these parks, weather conditions vary widely between areas. In summer, the sequoia groves have comfortable temperatures and the foothills are hot and dry. Snow lingers on high-mountain passes well into summer. In fall, some areas close or reduce their hours. Winter brings snow to sequoia groves and rain to the foothills. Be prepared for tire chain requirements. Spring is a great time to hike in the foothills and snow begins to melt at higher elevations."
